ft_strlen test
ft_strlen hi
ft_strlen ""
ft_strlen "[9]"
ft_strlen test_fail
ft_atoi 0
ft_atoi 123
ft_atoi -2
ft_atoi 345
ft_atoi 2147483647
ft_atoi -2147483648
ft_atoi "[13]-1234"
ft_atoi "[10][9][13]28234"
ft_atoi -085
ft_strjoin "HelloWorld" Hello World
ft_strjoin "test1" "" test1
ft_strjoin "test2" test2 ""
ft_strjoin "ab" a b
ft_strjoin "aAabcde" aA abcde
ft_strcmp test test
ft_strcmp "" ""
ft_strcmp "" "a"
ft_strcmp "D" ""
ft_strcmp "S" "S"
ft_strcmp "hello world" "hello world"
ft_strcmp "hello world2" "hello world"
ft_strncmp test test 3
ft_strncmp hello_abc hello 4
ft_strncmp abcde ab 3
ft_itoa -123
ft_itoa 78
ft_itoa 1234
ft_itoa 2147483647
ft_itoa -2147483648
ft_isascii 0
ft_isascii -12
ft_isascii 123
ft_isascii 512
ft_isprint 0
ft_isprint 30
ft_isprint 31
ft_isprint 32
ft_isprint 67
ft_isprint 126
ft_isprint 127
ft_isprint 128
ft_isdigit -100
ft_isdigit 0
ft_isdigit 11
ft_isdigit 45
ft_isdigit 46
ft_isdigit 47
ft_isdigit 48
ft_isdigit 49
ft_isdigit 56
ft_isdigit 57
ft_isdigit 58
ft_isdigit 127
ft_isdigit 1024
ft_isalpha -100
ft_isalpha -1
ft_isalpha 0
ft_isalpha 1
ft_isalpha 10
ft_isalpha 62
ft_isalpha 63
ft_isalpha 64
ft_isalpha 65
ft_isalpha 66
ft_isalpha 89
ft_isalpha 90
ft_isalpha 91
ft_isalpha 92
ft_isalpha 93
ft_isalpha 94
ft_isalpha 95
ft_isalpha 96
ft_isalpha 97
ft_isalpha 98
ft_isalpha 99
ft_isalpha 100
ft_isalpha 120
ft_isalpha 121
ft_isalpha 122
ft_isalpha 123
ft_isalpha 124
ft_isalpha 125
ft_isalpha 126
ft_isalpha 127
ft_isalpha 255
ft_isalpha 256
ft_isalpha 512
ft_isalpha 9999999
ft_isalnum -100
ft_isalnum -1
ft_isalnum 0
ft_isalnum 1
ft_isalnum 10
ft_isalnum 11
ft_isalnum 45
ft_isalnum 46
ft_isalnum 47
ft_isalnum 48
ft_isalnum 49
ft_isalnum 56
ft_isalnum 57
ft_isalnum 58
ft_isalnum 62
ft_isalnum 63
ft_isalnum 64
ft_isalnum 65
ft_isalnum 66
ft_isalnum 89
ft_isalnum 90
ft_isalnum 91
ft_isalnum 92
ft_isalnum 93
ft_isalnum 94
ft_isalnum 95
ft_isalnum 96
ft_isalnum 97
ft_isalnum 98
ft_isalnum 99
ft_isalnum 100
ft_isalnum 120
ft_isalnum 121
ft_isalnum 122
ft_isalnum 123
ft_isalnum 124
ft_isalnum 125
ft_isalnum 126
ft_isalnum 127
ft_isalnum 255
ft_isalnum 256
ft_isalnum 512
ft_isalnum 1024
ft_isalnum 9999999
